function_name,duration,high_res_duration
computeDescriptors,3840243,3840304
GaussianBlur,80162,80223
computeDescriptors,3907253,3907403
GaussianBlur,70245,70285
computeDescriptors,3250997,3251247
GaussianBlur,88177,88277
computeDescriptors,3211145,3211256
GaussianBlur,78018,78068
computeDescriptors,2716898,2717048
GaussianBlur,64625,64664
computeDescriptors,2678830,2678920
GaussianBlur,64564,64605
computeDescriptors,2239770,2239840
GaussianBlur,60929,60969
computeDescriptors,2189300,2189340
GaussianBlur,51141,51171
computeDescriptors,1835321,1835472
GaussianBlur,51381,51462
computeDescriptors,1815666,1815696
GaussianBlur,37287,37326
computeDescriptors,1531271,1531311
computeDescriptors,1524939,1524969
Track,746537291,746537612
GrabImageStereo,793265370,793265401
ComputePyramid,685778,685979
ComputePyramid,975734,975864
DistributeOctTree,1007309,1007330
DistributeOctTree,1289711,1289782
DistributeOctTree,692100,692210
DistributeOctTree,664471,664511
DistributeOctTree,485163,485192
DistributeOctTree,367123,367163
DistributeOctTree,492795,492846
DistributeOctTree,298751,298791
DistributeOctTree,375778,375818
DistributeOctTree,242882,242922
DistributeOctTree,179910,179940
DistributeOctTree,304250,304291
DistributeOctTree,148303,148344
DistributeOctTree,234086,234116
computeOrientation,635910,635950
DistributeOctTree,186942,186973
DistributeOctTree,151088,151129
computeOrientation,544798,544838
computeOrientation,692691,692731
computeOrientation,456912,456942
computeOrientation,356514,356534
computeOrientation,524572,524602
computeOrientation,291498,291508
computeOrientation,247510,247520
computeOrientation,412893,412923
computeOrientation,194706,194716
computeOrientation,163881,163901
ComputeKeyPointsOctTree,10960096,10960126
computeOrientation,363526,363536
GaussianBlur,170423,170473
computeOrientation,339995,340035
computeOrientation,263628,263648
computeOrientation,201538,201568
computeOrientation,162238,162258
ComputeKeyPointsOctTree,11684904,11684924
GaussianBlur,143835,143885
computeDescriptors,5718192,5718252
GaussianBlur,111729,111759
computeDescriptors,5759225,5759255
GaussianBlur,96171,96201
computeDescriptors,4743380,4743460
GaussianBlur,228025,229037
computeDescriptors,4857353,4857413
GaussianBlur,93436,93466
computeDescriptors,3979001,3979031
GaussianBlur,72428,72468
computeDescriptors,3861882,3861912
GaussianBlur,66839,66869
computeDescriptors,3197743,3197783
GaussianBlur,61459,61499
computeDescriptors,3222427,3222467
GaussianBlur,63102,63132
computeDescriptors,2641844,2641874
GaussianBlur,65136,65186
computeDescriptors,2673280,2673310
GaussianBlur,59586,59606
computeDescriptors,2232188,2232257
GaussianBlur,56620,56670
computeDescriptors,2223131,2223161
GaussianBlur,52754,52784
computeDescriptors,1835852,1835893
GaussianBlur,49338,49368
computeDescriptors,1849987,1850027
GaussianBlur,47134,47154
computeDescriptors,1529287,1529328
computeDescriptors,1525901,1525941
Track,611451708,611453050
GrabImageStereo,659575617,659575948
ComputePyramid,560506,560606
ComputePyramid,800492,800643
DistributeOctTree,1004456,1004516
DistributeOctTree,954246,954286
DistributeOctTree,674518,674559
DistributeOctTree,674999,675099
DistributeOctTree,488959,488989
DistributeOctTree,478681,478721
DistributeOctTree,373674,373714
DistributeOctTree,368164,368204
DistributeOctTree,307727,307767
DistributeOctTree,300383,300423
DistributeOctTree,239545,239586
DistributeOctTree,242872,242982
DistributeOctTree,183426,183466
DistributeOctTree,177536,177566
DistributeOctTree,150267,150307
DistributeOctTree,155286,155316
computeOrientation,560036,560066
computeOrientation,594266,594316
computeOrientation,461550,461580
computeOrientation,468322,468383
computeOrientation,380907,380937
computeOrientation,380185,380205
computeOrientation,312786,312806
computeOrientation,263118,263128
computeOrientation,324928,324988
computeOrientation,217937,217947
computeOrientation,266274,266303
computeOrientation,183136,183136
computeOrientation,224960,224980
computeOrientation,149235,149255
ComputeKeyPointsOctTree,10316203,10316213
computeOrientation,203832,203872
GaussianBlur,145058,145118
computeOrientation,165794,165834
ComputeKeyPointsOctTree,10441816,10441847
GaussianBlur,120474,120524
computeDescriptors,5601203,5601253
GaussianBlur,112790,112830
computeDescriptors,5632149,5632209
GaussianBlur,106198,106239
computeDescriptors,4732230,4732300
GaussianBlur,78659,78680
computeDescriptors,4773673,4773713
GaussianBlur,77668,77688
computeDescriptors,3894982,3895032
GaussianBlur,72449,72479
computeDescriptors,3877561,3877611
GaussianBlur,58855,58885
computeDescriptors,3226974,3227014
GaussianBlur,63293,63323
computeDescriptors,3216425,3216475
GaussianBlur,63593,63643
computeDescriptors,2674061,2674172
GaussianBlur,56721,56751
computeDescriptors,2663553,2663603
GaussianBlur,53295,53325
computeDescriptors,2299467,2299527
GaussianBlur,73280,73310
computeDescriptors,2306629,2306730
computeDescriptors,1960153,1960203
GaussianBlur,64144,64184
computeDescriptors,1633122,1633152
GaussianBlur,25450467,25450998
computeDescriptors,1857761,1857772
GaussianBlur,68862,68902
computeDescriptors,1543954,1543984
Track,651475874,651476054
GrabImageStereo,723745743,723745763
ComputePyramid,838300,838470
ComputePyramid,1212515,1212665
DistributeOctTree,1022767,1022837
DistributeOctTree,997783,997924
DistributeOctTree,661886,661956
DistributeOctTree,648302,648422
DistributeOctTree,501531,501551
DistributeOctTree,484521,484561
DistributeOctTree,400121,400151
DistributeOctTree,362474,362494
DistributeOctTree,310051,310102
DistributeOctTree,305924,305954
DistributeOctTree,243934,243974
DistributeOctTree,187013,187043
DistributeOctTree,236962,236992
DistributeOctTree,154395,154415
DistributeOctTree,176323,176354
DistributeOctTree,145459,145499
computeOrientation,551290,551330
computeOrientation,462201,462241
computeOrientation,639447,639487
computeOrientation,381739,381769
computeOrientation,483009,483049
computeOrientation,316923,316964
computeOrientation,382560,382590
computeOrientation,281279,281310
computeOrientation,224179,224218
computeOrientation,337420,337450
computeOrientation,184128,184147
computeOrientation,263428,263448
computeOrientation,150588,150618
ComputeKeyPointsOctTree,10286832,10286842
computeOrientation,246358,246388
GaussianBlur,170713,170763
computeOrientation,195358,195398
computeOrientation,152591,152611
ComputeKeyPointsOctTree,10473143,10473174
GaussianBlur,145179,145228
computeDescriptors,5560573,5560603
GaussianBlur,95419,95449
computeDescriptors,5621601,5621732
GaussianBlur,95670,95720
computeDescriptors,4609122,4609172
GaussianBlur,80233,80273
computeDescriptors,4651717,4651838
GaussianBlur,75204,75254
computeDescriptors,3943980,3944010
GaussianBlur,125042,125092
computeDescriptors,4090350,4090420
GaussianBlur,142693,142754
computeDescriptors,3180443,3180473
GaussianBlur,163110,163149
computeDescriptors,3354412,3355254
GaussianBlur,144006,144046
computeDescriptors,2679332,2679372
GaussianBlur,159684,159714
computeDescriptors,2690612,2691514
GaussianBlur,149506,149576
computeDescriptors,2218573,2218693
GaussianBlur,69053,69093
computeDescriptors,2309104,2309134
GaussianBlur,54207,54226
computeDescriptors,1840651,1840712
GaussianBlur,62321,62361
computeDescriptors,1855237,1855267
GaussianBlur,47163,47204
computeDescriptors,1552209,1552268
computeDescriptors,1534837,1534907
Track,620601350,620603383
GrabImageStereo,668949968,668949999
ComputePyramid,935393,935663
DistributeOctTree,1631921,1632031
DistributeOctTree,1057139,1057189
DistributeOctTree,777202,777272
DistributeOctTree,599346,599396
ComputePyramid,11419908,11420129
DistributeOctTree,401874,401964
DistributeOctTree,266845,266915
DistributeOctTree,207439,207489
DistributeOctTree,165193,165233
computeOrientation,1168577,1168607
DistributeOctTree,1823360,1823461
computeOrientation,837178,837208
computeOrientation,698992,699062
computeOrientation,512671,512711
computeOrientation,430074,430095
computeOrientation,356964,356994
computeOrientation,286139,286169
computeOrientation,217697,217737
ComputeKeyPointsOctTree,16855069,16855170
DistributeOctTree,1141619,1141719
GaussianBlur,599315,599335
DistributeOctTree,833341,833411
DistributeOctTree,606228,606338
DistributeOctTree,500509,500580
DistributeOctTree,393770,393850
DistributeOctTree,285027,285117
DistributeOctTree,262667,262777
computeDescriptors,6751981,6752151
GaussianBlur,135190,135240
computeOrientation,1279574,1279634
computeOrientation,703351,703411
computeOrientation,582516,582566
computeOrientation,503145,503175
computeOrientation,384354,384384
computeOrientation,321982,322003
computeOrientation,255945,255995
computeOrientation,201307,201388
ComputeKeyPointsOctTree,17550575,17550596
GaussianBlur,296377,296427
computeDescriptors,4854199,4854620
GaussianBlur,94829,94879
computeDescriptors,3960981,3961212
GaussianBlur,159043,159073
computeDescriptors,5827788,5827819
GaussianBlur,184388,184448
computeDescriptors,3258732,3258762
GaussianBlur,142634,142673
computeDescriptors,4773814,4773905
GaussianBlur,82537,82567
computeDescriptors,2703725,2703775
GaussianBlur,63684,63724
computeDescriptors,2238359,2238379
GaussianBlur,53866,53896
computeDescriptors,3979975,3980065
GaussianBlur,75945,75965
computeDescriptors,1844028,1844088
GaussianBlur,53405,53435
computeDescriptors,1568638,1568678
computeDescriptors,3305285,3305335
GaussianBlur,78209,78259
computeDescriptors,2731304,2731334
GaussianBlur,68051,68101
computeDescriptors,2289510,2289590
GaussianBlur,65757,65806
computeDescriptors,1871427,1871467
GaussianBlur,94128,94168
computeDescriptors,1590446,1590506
Track,873933184,873933465
GrabImageStereo,943495520,943495529
ComputePyramid,1167916,1168106
ComputePyramid,1193372,1193662
DistributeOctTree,982536,982707
DistributeOctTree,1286948,1287018
DistributeOctTree,681842,682042
DistributeOctTree,678596,678636
DistributeOctTree,485142,485273
DistributeOctTree,511450,511480
DistributeOctTree,369598,369638
DistributeOctTree,304191,304231
DistributeOctTree,378754,378784
DistributeOctTree,248331,248411
DistributeOctTree,183837,183877
DistributeOctTree,307296,307326
DistributeOctTree,153212,153242
DistributeOctTree,243383,243423
computeOrientation,609363,609403
DistributeOctTree,191050,191090
DistributeOctTree,202901,202941
computeOrientation,470787,470807
computeOrientation,398098,398117
computeOrientation,756796,756826
computeOrientation,340195,340205
computeOrientation,287842,287872
computeOrientation,573981,574010
computeOrientation,277122,277212
computeOrientation,226723,226783
computeOrientation,471529,471569
computeOrientation,175732,175772
ComputeKeyPointsOctTree,10852783,10852823
GaussianBlur,176694,176744
computeOrientation,433240,433280
computeOrientation,302578,302618
computeOrientation,243513,243543
computeOrientation,204974,205015
computeOrientation,164082,164102
ComputeKeyPointsOctTree,12159266,12159286
GaussianBlur,138386,138436
computeDescriptors,5719377,5719467
GaussianBlur,91493,91543
computeDescriptors,5725738,5725778
GaussianBlur,101781,101811
computeDescriptors,4703461,4703511
GaussianBlur,78490,78530
computeDescriptors,4704314,4704353
GaussianBlur,82757,82797
computeDescriptors,3861905,3862015
GaussianBlur,70274,70315
computeDescriptors,3883263,3883303
GaussianBlur,62441,62471
computeDescriptors,3213783,3213813
GaussianBlur,59505,59546
computeDescriptors,3191414,3191444
GaussianBlur,109044,109093
computeDescriptors,2657935,2657985
GaussianBlur,58474,58504
computeDescriptors,2667813,2667883
GaussianBlur,67049,67089
computeDescriptors,2221289,2221319
GaussianBlur,48205,48235
computeDescriptors,2211791,2211831
GaussianBlur,71958,71988
computeDescriptors,1858293,1858344
GaussianBlur,69574,69604
computeDescriptors,1902602,1902662
GaussianBlur,71507,71537
computeDescriptors,1566174,1566224
computeDescriptors,1585869,1585929
Track,630194878,630195359
GrabImageStereo,684560172,684560203
ComputePyramid,797107,797237
ComputePyramid,810421,810561
DistributeOctTree,1034278,1034359
DistributeOctTree,1340112,1340282
DistributeOctTree,662768,662879
DistributeOctTree,644586,644606
DistributeOctTree,528229,528329
DistributeOctTree,480034,480064
DistributeOctTree,398017,398087
DistributeOctTree,326941,327021
DistributeOctTree,377612,377652
DistributeOctTree,246839,246879
DistributeOctTree,302458,302488
DistributeOctTree,185339,185379
DistributeOctTree,164452,164562
DistributeOctTree,229869,229909
DistributeOctTree,194276,194326
computeOrientation,580202,580232
DistributeOctTree,156709,156739
computeOrientation,459427,459456
computeOrientation,725520,725560
computeOrientation,386437,386467
computeOrientation,343511,343541
computeOrientation,499328,499348
computeOrientation,271092,271112
computeOrientation,225601,225622
computeOrientation,443959,443979
computeOrientation,203672,203702
computeOrientation,154755,154775
ComputeKeyPointsOctTree,10541079,10541119
computeOrientation,376680,376690
GaussianBlur,187032,187102
computeOrientation,342669,342699
computeOrientation,245747,245777
computeOrientation,202390,202410
computeOrientation,161988,162008
ComputeKeyPointsOctTree,11626870,11626890
GaussianBlur,156368,156408
computeDescriptors,5939078,5939248
GaussianBlur,111939,111989
computeDescriptors,5882758,5883099
GaussianBlur,120664,120714
computeDescriptors,4777832,4778003
GaussianBlur,102853,102913
computeDescriptors,4662798,4662868
GaussianBlur,93336,93386
computeDescriptors,3917694,3917805
GaussianBlur,80363,80403
computeDescriptors,3895475,3895516
GaussianBlur,82006,82056
computeDescriptors,3254416,3254496
GaussianBlur,76787,76837
computeDescriptors,3204427,3204457
GaussianBlur,75975,76025
computeDescriptors,2683341,2683431
GaussianBlur,69073,69103
computeDescriptors,2691465,2691816
GaussianBlur,75925,75965
computeDescriptors,2268383,2268473
GaussianBlur,62030,62081
computeDescriptors,2226118,2226147
GaussianBlur,56331,56361
computeDescriptors,1827709,1827739
GaussianBlur,52793,52834
computeDescriptors,1827319,1827358
GaussianBlur,57121,57152
computeDescriptors,1545007,1545167
computeDescriptors,1544226,1544266
Track,619455089,619455289
GrabImageStereo,671147582,671147622
ComputePyramid,640810,640919
ComputePyramid,843019,843210
DistributeOctTree,1026054,1026164
DistributeOctTree,1022528,1022638
DistributeOctTree,640188,640218
DistributeOctTree,655495,655525
DistributeOctTree,482658,482688
DistributeOctTree,487828,487867
DistributeOctTree,382209,382249
DistributeOctTree,371881,371921
DistributeOctTree,304741,304772
DistributeOctTree,318407,318446
DistributeOctTree,231962,232002
DistributeOctTree,179139,179169
DistributeOctTree,295816,295926
DistributeOctTree,142744,142774
DistributeOctTree,200797,200837
DistributeOctTree,161567,161607
computeOrientation,575373,575413
computeOrientation,544438,544509
computeOrientation,1064614,1065014
computeOrientation,633477,633537
computeOrientation,568490,568531
computeOrientation,962822,962852
computeOrientation,366611,366652
computeOrientation,316793,316834
computeOrientation,714320,714360
computeOrientation,232473,232503
computeOrientation,163210,163250
ComputeKeyPointsOctTree,11436843,11436863
computeOrientation,423172,423213
GaussianBlur,147853,147913
computeOrientation,364157,364187
computeOrientation,270902,270932
computeOrientation,200417,200427
computeOrientation,160866,160886
ComputeKeyPointsOctTree,12357379,12357399
GaussianBlur,157690,157740
computeDescriptors,5606507,5606538
GaussianBlur,95079,95109
computeDescriptors,5644786,5644816
GaussianBlur,127467,127497
computeDescriptors,4650439,4650479
GaussianBlur,80734,80763
computeDescriptors,4688666,4688706
GaussianBlur,74803,74843
computeDescriptors,3875720,3875770
GaussianBlur,73391,73411
computeDescriptors,3923025,3923065
GaussianBlur,72259,72289
computeDescriptors,3213262,3213292
GaussianBlur,59777,59827
computeDescriptors,3238717,3238768
GaussianBlur,66438,66478
computeDescriptors,2631770,2631800
GaussianBlur,62020,62050
computeDescriptors,2691466,2691496
GaussianBlur,54908,54948
computeDescriptors,2202145,2202185
GaussianBlur,58193,58203
computeDescriptors,2225226,2225265
GaussianBlur,56601,56631
computeDescriptors,1844299,1844339
GaussianBlur,43517,43537
computeDescriptors,1849788,1849839
GaussianBlur,57121,57161
computeDescriptors,1555946,1555996
computeDescriptors,1578457,1578587
Track,571422342,571422833
GrabImageStereo,620166492,620166522
ComputePyramid,790055,790215
ComputePyramid,833833,833993
DistributeOctTree,1031184,1031224
DistributeOctTree,995841,995871
DistributeOctTree,654153,654263
DistributeOctTree,1013331,1013491
DistributeOctTree,477378,477418
DistributeOctTree,451112,451162
DistributeOctTree,537205,537285
DistributeOctTree,281120,281160
DistributeOctTree,384544,384584
DistributeOctTree,255084,255164
DistributeOctTree,190649,190689
DistributeOctTree,293111,293151
DistributeOctTree,155797,155857
DistributeOctTree,230670,230700
DistributeOctTree,187904,187934
computeOrientation,817494,817614
DistributeOctTree,148965,149005
computeOrientation,766803,766844
computeOrientation,710132,710162
computeOrientation,549226,549267
computeOrientation,580683,580913
computeOrientation,435835,435896
computeOrientation,487236,487276
computeOrientation,320660,320711
computeOrientation,372402,372432
computeOrientation,276582,276601
computeOrientation,298211,298241
computeOrientation,226953,226983
computeOrientation,178077,178107
ComputeKeyPointsOctTree,11911729,11911759
computeOrientation,251478,251508
GaussianBlur,189827,189877
computeOrientation,245586,245636
computeOrientation,168069,168099
ComputeKeyPointsOctTree,12335423,12335443
GaussianBlur,162880,162930
computeDescriptors,6016127,6016227
computeDescriptors,5742761,5742831
GaussianBlur,135160,135210
GaussianBlur,233585,233625
computeDescriptors,4540192,4540252
GaussianBlur,89799,89830
computeDescriptors,4981447,4981487
GaussianBlur,92144,92174
computeDescriptors,3885649,3885679
GaussianBlur,86755,86785
computeDescriptors,4102806,4102865
GaussianBlur,80954,80984
computeDescriptors,3232278,3232338
GaussianBlur,75975,75995
computeDescriptors,3369401,3369431
GaussianBlur,66458,66498
computeDescriptors,2651234,2651264
GaussianBlur,63773,63804
computeDescriptors,2810708,2810748
GaussianBlur,70345,70385
computeDescriptors,2219946,2219986
GaussianBlur,66518,66548
computeDescriptors,2329661,2329802
GaussianBlur,58574,58624
computeDescriptors,1859356,1859396
GaussianBlur,55960,55990
computeDescriptors,1878921,1879031
GaussianBlur,60337,60387
computeDescriptors,1539818,1539848
computeDescriptors,1536291,1536402
Track,888106084,888106395
GrabImageStereo,938865938,938865948
ComputePyramid,735167,735598
ComputePyramid,1113570,1114091
DistributeOctTree,1046551,1046631
DistributeOctTree,997574,997794
DistributeOctTree,662879,662899
DistributeOctTree,640489,640539
DistributeOctTree,482679,482719
DistributeOctTree,472320,472360
DistributeOctTree,371821,371861
DistributeOctTree,364118,364158
DistributeOctTree,297499,297530
DistributeOctTree,273346,273386
DistributeOctTree,232173,232203
DistributeOctTree,241319,241359
DistributeOctTree,184228,184268
DistributeOctTree,187914,187954
DistributeOctTree,154014,154054
DistributeOctTree,157280,157310
computeOrientation,757316,757356
computeOrientation,561869,561909
computeOrientation,459397,459427
computeOrientation,583848,583888
computeOrientation,378012,378022
computeOrientation,457253,457283
computeOrientation,322333,322363
computeOrientation,374486,374516
computeOrientation,265031,265051
computeOrientation,223167,223187
computeOrientation,304992,305013
computeOrientation,181273,181313
computeOrientation,247800,247820
computeOrientation,151419,151429
ComputeKeyPointsOctTree,10895946,10895967
computeOrientation,209543,209582
GaussianBlur,151049,151099
computeOrientation,176284,176314
ComputeKeyPointsOctTree,11618111,11618141
GaussianBlur,150728,150768
computeDescriptors,5586434,5586463
GaussianBlur,95710,95740
computeDescriptors,5729628,5730219
GaussianBlur,112931,112981
computeDescriptors,4599920,4599940
GaussianBlur,126435,126465
computeDescriptors,4796309,4796470
GaussianBlur,94427,94478
computeDescriptors,3852762,3852792
GaussianBlur,68733,68762
computeDescriptors,3972705,3972876
GaussianBlur,113041,113121
computeDescriptors,3172221,3172271
GaussianBlur,57121,57151
computeDescriptors,3279241,3279281
GaussianBlur,67050,67110
computeDescriptors,2667323,2667353
GaussianBlur,55950,55980
computeDescriptors,2726348,2726508
GaussianBlur,66428,66478
computeDescriptors,2222712,2222742
GaussianBlur,50820,50851
computeDescriptors,2244060,2244100
GaussianBlur,60547,60618
computeDescriptors,1836947,1836986
GaussianBlur,52102,52132
computeDescriptors,1860409,1860529
GaussianBlur,46433,46473
computeDescriptors,1543836,1543866
computeDescriptors,1628887,1628978
Track,726775255,726775565
GrabImageStereo,775541415,775541445
ComputePyramid,685329,685549
ComputePyramid,1031575,1031695
DistributeOctTree,1042143,1042183
DistributeOctTree,1394600,1394660
DistributeOctTree,646289,646339
DistributeOctTree,496974,497094
DistributeOctTree,910418,910469
DistributeOctTree,371550,371580
DistributeOctTree,294824,294864
DistributeOctTree,233615,233645
DistributeOctTree,678226,678266
DistributeOctTree,185239,185279
DistributeOctTree,152922,152942
computeOrientation,688725,688735
DistributeOctTree,507592,507632
computeOrientation,553735,553765
computeOrientation,478781,478811
DistributeOctTree,411291,411341
computeOrientation,352157,352187
computeOrientation,287771,287811
DistributeOctTree,311714,311764
computeOrientation,258209,258229
computeOrientation,205235,205245
DistributeOctTree,258881,258951
ComputeKeyPointsOctTree,10921710,10921730
computeOrientation,244795,244816
DistributeOctTree,221574,221615
GaussianBlur,187443,187503
computeOrientation,867382,867432
computeOrientation,647611,647652
computeOrientation,533519,533559
computeOrientation,438670,438700
computeOrientation,364999,365040
computeOrientation,300565,300594
computeOrientation,251488,251518
computeOrientation,213370,213410
ComputeKeyPointsOctTree,14434919,14434949
GaussianBlur,167508,167548
computeDescriptors,5828776,5828917
GaussianBlur,109164,109204
computeDescriptors,5789785,5789835
GaussianBlur,110987,111027
computeDescriptors,4731293,4731364
GaussianBlur,88026,88086
computeDescriptors,4159427,4159467
GaussianBlur,209843,209873
computeDescriptors,5747711,5747752
GaussianBlur,675051,675712
computeDescriptors,3252705,3252826
GaussianBlur,190458,190508
computeDescriptors,2677291,2677411
computeDescriptors,4830982,4831032
GaussianBlur,141822,141872
GaussianBlur,112761,112801
computeDescriptors,2269936,2269976
GaussianBlur,114343,114393
computeDescriptors,3366006,3366057
GaussianBlur,119362,119412
computeDescriptors,1902614,1902744
GaussianBlur,69153,69203
computeDescriptors,1597151,1597201
computeDescriptors,2780365,2780405
GaussianBlur,100690,100730
computeDescriptors,2322271,2322321
GaussianBlur,91783,91813
computeDescriptors,1875084,1875114
GaussianBlur,83088,83148
computeDescriptors,1653991,1654031
Track,660131827,660132027
GrabImageStereo,720643079,720643109
ComputePyramid,625583,625763
ComputePyramid,945241,945411
DistributeOctTree,1014043,1014133
DistributeOctTree,644045,644115
DistributeOctTree,1710853,1710973
DistributeOctTree,482648,482689
DistributeOctTree,374065,374105
DistributeOctTree,1097502,1097633
DistributeOctTree,290877,290918
DistributeOctTree,245957,246008
DistributeOctTree,193734,193775
DistributeOctTree,146060,146080
computeOrientation,661927,661967
DistributeOctTree,834965,835086
computeOrientation,588407,588427
computeOrientation,479943,479984
DistributeOctTree,633417,633537
computeOrientation,382711,382731
computeOrientation,309781,309801
computeOrientation,253461,253470
computeOrientation,211065,211105
ComputeKeyPointsOctTree,11127541,11127571
DistributeOctTree,503666,503796
computeOrientation,192613,192653
GaussianBlur,224109,224169
DistributeOctTree,416461,416591
DistributeOctTree,323325,323445
DistributeOctTree,298070,298191
computeOrientation,688945,689076
computeOrientation,572568,572688
computeOrientation,464326,464436
computeOrientation,407014,407154
computeOrientation,324107,324237
computeOrientation,275329,275430
computeOrientation,228036,228156
computeOrientation,211827,211927
ComputeKeyPointsOctTree,15758576,15758626
GaussianBlur,569182,569282
computeDescriptors,6737081,6737221
GaussianBlur,377782,377832
computeDescriptors,5916392,5916543
GaussianBlur,134329,134429
computeDescriptors,5059218,5059258
GaussianBlur,91503,91533
computeDescriptors,3898183,3898223
computeDescriptors,4737064,4737224
GaussianBlur,66959,66999
GaussianBlur,77557,77628
computeDescriptors,3266831,3266870
GaussianBlur,60087,60117
computeDescriptors,3973327,3973497
GaussianBlur,67560,67671
computeDescriptors,2744912,2745072
GaussianBlur,61429,61469
computeDescriptors,3311729,3311869
GaussianBlur,68262,68371
computeDescriptors,2248298,2248348
GaussianBlur,54317,54367
computeDescriptors,1928180,1928230
computeDescriptors,2807193,2807363
GaussianBlur,51612,51652
GaussianBlur,44409,44479
computeDescriptors,1645186,1645216
computeDescriptors,2289142,2289282
GaussianBlur,62011,62101
computeDescriptors,1897184,1897324
GaussianBlur,56821,56911
computeDescriptors,1570472,1570612
Track,578287908,578288188
GrabImageStereo,632497168,632497197
ComputePyramid,640128,640239
ComputePyramid,780458,780849
DistributeOctTree,1046351,1046411
DistributeOctTree,1157920,1157960
DistributeOctTree,666556,666596
DistributeOctTree,641311,641351
DistributeOctTree,488609,488649
DistributeOctTree,462092,462132
DistributeOctTree,375147,375177
DistributeOctTree,369047,369077
DistributeOctTree,312426,312466
DistributeOctTree,297910,297950
DistributeOctTree,250235,250275
DistributeOctTree,236630,236671
DistributeOctTree,189386,189427
DistributeOctTree,193013,193043
DistributeOctTree,153643,153683
DistributeOctTree,148364,148404
computeOrientation,564745,564785
computeOrientation,551221,551261
computeOrientation,466029,466059
computeOrientation,450602,450632
computeOrientation,388651,388681
computeOrientation,373324,373334
computeOrientation,313608,313638
computeOrientation,310102,310112
computeOrientation,269960,269980
computeOrientation,256567,256587
computeOrientation,227384,227394
computeOrientation,213740,213750
computeOrientation,187002,187012
computeOrientation,177455,177475
computeOrientation,150728,150738
ComputeKeyPointsOctTree,10318173,10318193
computeOrientation,150367,150387
ComputeKeyPointsOctTree,10541010,10541010
GaussianBlur,276481,276822
GaussianBlur,405361,405391
computeDescriptors,5429206,5429256
computeDescriptors,5742474,5742614
GaussianBlur,143325,143365
GaussianBlur,133988,134069
computeDescriptors,4817769,4817809
computeDescriptors,5033022,5033392
GaussianBlur,188606,188656
GaussianBlur,281010,281060
computeDescriptors,3995507,3995567
computeDescriptors,3984367,3984407
GaussianBlur,109525,109565
GaussianBlur,89980,90050
computeDescriptors,3456088,3456690
computeDescriptors,3391994,3392095
GaussianBlur,135752,135832
GaussianBlur,127968,128008
computeDescriptors,2771679,2771770
computeDescriptors,2699191,2699221
GaussianBlur,95540,95590
GaussianBlur,129060,129090
computeDescriptors,2261904,2261944
computeDescriptors,2342757,2342797
GaussianBlur,93807,93836
GaussianBlur,96612,96662
computeDescriptors,1940361,1940412
computeDescriptors,1924363,1924403
GaussianBlur,66419,66458
GaussianBlur,71737,71778
computeDescriptors,1645767,1645807
computeDescriptors,1610694,1610755
Track,449284510,449284790
GrabImageStereo,508450397,508450427
ComputePyramid,658542,658922
ComputePyramid,849601,849731
DistributeOctTree,1083457,1083567
DistributeOctTree,991433,991483
DistributeOctTree,670021,670062
DistributeOctTree,752118,752238
DistributeOctTree,465608,465638
DistributeOctTree,526457,526557
DistributeOctTree,379916,379956
DistributeOctTree,393420,393490
DistributeOctTree,304511,304551
DistributeOctTree,245937,245977
DistributeOctTree,312215,312255
DistributeOctTree,193324,193364
DistributeOctTree,154134,154164
DistributeOctTree,262878,262918
DistributeOctTree,201638,201678
computeOrientation,546352,546392
DistributeOctTree,146812,146852
computeOrientation,452976,453006
computeOrientation,672577,672597
computeOrientation,375678,375688
computeOrientation,312506,312526
computeOrientation,530254,530273
computeOrientation,258019,258039
computeOrientation,215122,215132
computeOrientation,462433,462563
computeOrientation,178497,178517
computeOrientation,147873,147893
ComputeKeyPointsOctTree,10391482,10391482
GaussianBlur,163902,163952
computeOrientation,389373,389403
computeOrientation,299793,299833
computeOrientation,238915,238955
computeOrientation,189898,189928
computeOrientation,159083,159113
ComputeKeyPointsOctTree,11705349,11705359
GaussianBlur,134639,134710
computeDescriptors,5618183,5618223
GaussianBlur,94678,94708
computeDescriptors,5643298,5643438
GaussianBlur,88087,88137
computeDescriptors,4628853,4628893
GaussianBlur,85643,85693
computeDescriptors,4638721,4638762
GaussianBlur,83589,83629
computeDescriptors,3889309,3889339
GaussianBlur,130402,130432
computeDescriptors,3887476,3887516
GaussianBlur,67480,67510
computeDescriptors,3194912,3194952
GaussianBlur,59385,59426
computeDescriptors,3192508,3192549
GaussianBlur,134048,134088
computeDescriptors,2653099,2653119
GaussianBlur,54828,54858
computeDescriptors,2680628,2680657
GaussianBlur,59035,59085
computeDescriptors,2208047,2208077
GaussianBlur,51492,51522
computeDescriptors,2224487,2224526
GaussianBlur,52213,52243
computeDescriptors,1829975,1830005
GaussianBlur,45651,45691
computeDescriptors,1838049,1838089
GaussianBlur,42385,42415
computeDescriptors,1529661,1529681
computeDescriptors,1533046,1533066
Track,929822358,929822828
GrabImageStereo,977562942,977563032
ComputePyramid,705655,706016
ComputePyramid,795435,795576
DistributeOctTree,1045941,1045991
DistributeOctTree,1029992,1030092
DistributeOctTree,650988,651028
DistributeOctTree,698393,698443
DistributeOctTree,516398,516498
DistributeOctTree,506651,506741
DistributeOctTree,375328,375368
DistributeOctTree,388060,388100
DistributeOctTree,301256,301296
